Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct
SF10576,Maharashtra,Nalgonda,Maize,Rabi,10.41,518.2,22.7,65.5,9.3,7.18,25.4,147.9,37.9,70.1,Sprinkler,225.8,6.27,0.86,3.11,32.38,19997,696662,647503,-49159,5768,5.614,51.5
SF10577,Maharashtra,Nalgonda,Cotton,Rabi,12.93,430.3,23.0,48.4,5.0,7.56,22.4,116.6,80.2,110.8,Rainfed,239.3,5.45,0.68,0.7,9.05,61110,836190,553046,-283144,4398,2.058,32.2
SF10578,Maharashtra,Warangal,Maize,Zaid,8.48,389.0,30.8,52.4,9.0,7.28,23.2,127.6,52.9,92.3,Flood,227.3,6.93,0.77,2.27,19.25,22606,684496,435166,-249330,6078,3.167,23.8
SF10579,Andhra Pradesh,Indore,Wheat,Kharif,13.96,958.0,28.8,86.8,6.5,6.62,39.2,176.6,52.0,107.6,Drip,213.8,8.72,0.81,3.79,52.91,21764,941600,1151533,209933,7803,6.781,50.4
SF10580,Gujarat,Indore,Cotton,Kharif,12.42,1020.0,23.7,76.9,6.7,7.37,24.0,138.2,29.8,101.8,Sprinkler,89.9,5.37,0.7,0.92,11.43,66488,784988,759958,-25030,8701,1.314,55.7
SF10581,Madhya Pradesh,Rajkot,Wheat,Zaid,7.65,208.2,27.1,50.8,9.1,6.82,13.9,133.2,46.1,106.2,Drip,265.9,3.77,0.9,2.58,19.74,21025,569703,415033,-154670,3998,4.937,53.3
SF10582,Tamil Nadu,Guntur,Maize,Kharif,11.45,955.9,29.8,81.6,6.7,6.47,22.8,190.6,71.9,112.6,Flood,87.1,3.67,1.0,4.33,49.58,21569,631145,1069391,438246,8811,5.627,57.1
SF10583,Punjab,Indore,Chilli,Zaid,4.67,429.7,35.9,56.7,9.3,7.01,26.4,152.2,56.6,119.7,Rainfed,224.0,4.05,0.99,1.29,6.02,94946,274253,571575,297322,1092,5.513,44.7
SF10584,Maharashtra,Nalgonda,Maize,Kharif,3.58,1015.9,29.0,70.5,5.3,6.41,46.4,184.7,63.9,86.4,Rainfed,40.0,6.93,0.95,3.19,11.42,24516,202153,279973,77820,1224,9.33,41.2
SF10585,Karnataka,Ludhiana,Sugarcane,Rabi,14.03,290.1,23.5,68.2,6.2,8.24,21.0,111.3,62.9,125.1,Rainfed,231.1,5.47,0.69,2.46,34.51,3974,672861,137143,-535718,14608,2.362,35.5
SF10586,Telangana,Warangal,Cotton,Zaid,13.96,496.6,39.7,54.4,9.4,8.01,14.9,122.5,57.2,117.8,Sprinkler,226.4,6.04,0.98,0.3,4.19,47327,1094030,198300,-895730,10015,0.418,41.6
SF10587,Maharashtra,Indore,Wheat,Zaid,2.56,80.0,33.7,48.9,7.3,6.54,19.1,106.8,86.5,86.3,Drip,232.3,5.72,0.88,1.77,4.53,22841,148493,103470,-45023,1136,3.988,41.1
SF10588,Telangana,Erode,Chilli,Kharif,11.59,666.3,27.4,63.1,6.6,6.3,31.0,153.3,57.8,105.2,Rainfed,196.6,5.75,0.71,2.33,27.0,97135,766263,2622645,1856382,3511,7.69,48.8
SF10589,Telangana,Erode,Groundnut,Kharif,3.36,1108.6,27.6,59.8,7.5,6.53,30.7,72.4,51.9,129.2,Flood,165.2,7.28,0.75,1.54,5.17,63900,219340,330363,111023,2096,2.467,40.7
SF10590,Maharashtra,Nashik,Groundnut,Rabi,2.73,634.5,25.3,63.6,6.2,6.13,16.7,115.0,60.8,90.4,Flood,198.9,4.83,0.98,1.33,3.63,52527,182519,190673,8154,2053,1.768,51.5
SF10591,Gujarat,Raichur,Maize,Kharif,4.92,871.0,30.0,74.4,7.0,7.89,28.1,123.6,31.8,92.6,Flood,199.3,8.51,0.74,0.67,3.3,22511,391183,74286,-316897,3979,0.829,51.5
SF10592,Tamil Nadu,Raichur,Wheat,Kharif,13.89,855.1,30.8,72.0,5.5,5.75,31.1,96.7,36.1,129.1,Drip,217.2,6.0,0.95,0.98,13.61,20851,796467,283782,-512685,6942,1.961,52.7
SF10593,Punjab,Rajkot,Maize,Kharif,7.68,977.8,32.8,65.7,6.8,7.08,27.2,152.2,26.1,119.9,Flood,269.1,4.32,0.87,3.22,24.73,21525,612476,532313,-80163,6717,3.682,52.1
SF10594,Maharashtra,Krishna,Rice,Kharif,1.5,753.4,30.0,79.9,8.1,6.02,34.7,112.6,67.2,107.4,Sprinkler,126.9,1.62,0.92,2.42,3.63,22864,90422,82996,-7426,2406,1.509,76.8
SF10595,Madhya Pradesh,Ludhiana,Chilli,Zaid,7.24,,33.4,45.9,8.2,6.72,16.4,158.3,73.5,80.8,Rainfed,317.6,1.59,0.96,1.38,9.99,94804,527158,947092,419934,2581,3.871,43.3
SF10596,Maharashtra,Krishna,Cotton,Rabi,7.14,444.2,17.6,56.6,7.2,8.09,28.3,84.8,51.5,49.0,Sprinkler,201.3,5.42,0.74,0.3,2.14,59242,540148,126778,-413370,4784,0.447,41.1
SF10597,Andhra Pradesh,Krishna,Rice,Zaid,13.96,89.9,28.5,43.4,9.5,6.83,15.9,79.3,35.5,142.1,Rainfed,222.5,4.67,0.91,1.81,25.27,24312,877099,614364,-262735,9860,2.563,37.9
SF10598,Madhya Pradesh,Indore,Chilli,Kharif,3.37,619.4,28.3,72.9,6.8,6.93,35.1,124.8,69.6,64.1,Flood,245.0,2.46,0.84,2.54,8.56,82446,224847,705738,480891,2803,3.054,65.8
SF10599,Andhra Pradesh,Ludhiana,Maize,Kharif,1.45,1296.3,26.4,83.4,7.5,5.98,38.5,108.7,60.0,162.0,Drip,343.9,7.11,0.71,1.85,2.68,22721,93098,60892,-32206,663,4.042,60.7
SF10600,Madhya Pradesh,Indore,Pulses,Rabi,14.87,305.8,24.9,61.1,5.9,6.25,26.9,72.3,46.6,120.5,Sprinkler,187.2,6.93,0.78,0.97,14.42,71734,1273058,1034404,-238654,5263,2.74,38.6
SF10601,Karnataka,Indore,Maize,Kharif,10.78,791.3,28.9,71.9,7.1,7.45,40.2,121.7,15.0,170.2,Drip,274.3,3.12,0.76,2.9,31.26,20125,834937,629108,-205829,6579,4.751,67.8
SF10602,Gujarat,Indore,Pulses,Rabi,13.28,272.9,23.4,51.6,8.5,6.15,24.7,111.7,49.0,114.8,Drip,307.2,0.97,0.92,0.92,12.22,62635,947941,765400,-182541,4048,3.019,38.8
SF10603,Gujarat,Erode,Wheat,Zaid,13.62,247.3,28.8,55.6,8.5,6.29,20.4,92.2,59.0,106.9,Sprinkler,275.9,5.5,0.84,1.94,26.42,23595,950360,623380,-326980,8074,3.272,49.0
SF10604,Andhra Pradesh,Indore,Rice,Kharif,14.88,973.8,24.5,80.2,7.7,6.23,38.3,104.2,66.3,111.6,Sprinkler,138.1,2.57,0.81,3.1,46.13,22627,847621,1043784,196163,21989,2.098,61.7
SF10605,Gujarat,Warangal,Cotton,Kharif,8.99,723.7,28.5,86.6,5.9,5.99,26.7,99.6,43.7,69.8,Drip,210.9,5.28,0.8,0.99,8.9,70055,554879,623490,68611,6796,1.31,57.8
SF10606,Andhra Pradesh,Warangal,Chilli,Rabi,13.42,372.6,20.3,63.8,8.2,5.71,34.8,128.1,97.7,81.7,Flood,287.8,4.29,0.67,0.68,9.13,108555,988748,991107,2359,8564,1.066,45.2
SF10607,Karnataka,Indore,Wheat,Rabi,6.23,633.0,24.8,65.6,6.9,6.24,23.8,132.1,74.8,66.0,Rainfed,186.2,3.88,0.77,2.35,14.64,22065,331759,323032,-8727,1433,10.216,35.6
SF10608,Tamil Nadu,Guntur,Maize,Rabi,4.69,128.8,24.1,56.3,7.4,6.54,25.9,97.7,65.3,51.6,Sprinkler,135.8,5.64,0.68,2.91,13.65,22430,269103,306170,37067,2428,5.622,18.7
SF10609,Andhra Pradesh,Erode,Rice,Kharif,14.9,796.2,27.2,64.3,7.3,7.26,38.8,114.6,31.0,66.0,Flood,192.2,2.29,0.93,2.69,40.08,21690,982822,869335,-113487,27011,1.484,60.2
SF10610,Punjab,Rajkot,Rice,Kharif,2.08,816.8,29.5,76.4,5.8,6.08,40.0,88.4,56.1,138.1,Flood,138.1,4.96,0.88,2.51,5.22,24583,152544,128323,-24221,3887,1.343,60.6
SF10611,Karnataka,Erode,Wheat,Kharif,5.51,972.1,25.4,82.9,7.1,6.64,35.1,121.0,58.9,75.0,Flood,97.1,5.17,0.9,2.66,14.66,20341,331994,298199,-33795,3594,4.079,47.0
SF10612,Andhra Pradesh,Erode,Rice,Kharif,14.21,920.1,29.7,79.0,6.5,6.86,35.6,169.5,55.0,111.0,Flood,110.2,6.29,0.84,3.39,48.17,19280,1063716,928718,-134998,27819,1.732,50.8
SF10613,Tamil Nadu,Krishna,Rice,Kharif,14.14,701.3,28.7,83.1,6.8,6.21,26.1,130.1,33.5,121.7,Drip,49.4,7.67,0.66,3.21,45.39,19173,679161,870262,191101,17865,2.541,38.6
SF10614,Madhya Pradesh,Raichur,Groundnut,Zaid,3.03,549.5,32.0,55.5,9.6,6.25,20.1,72.6,50.0,111.5,Sprinkler,193.5,4.76,0.8,1.45,4.39,61015,174647,267856,93209,1635,2.685,43.2
SF10615,Karnataka,Krishna,Groundnut,Kharif,13.86,970.6,26.2,93.1,7.6,7.41,24.1,161.4,40.4,152.8,Flood,256.0,3.39,0.87,1.13,15.66,51995,1150054,814242,-335812,8956,1.749,55.1
SF10616,Karnataka,Rajkot,Sugarcane,Rabi,2.72,484.3,22.3,74.8,7.8,6.85,20.2,161.8,62.5,78.1,Flood,113.3,7.6,0.77,59.69,162.36,3523,165204,571994,406790,5424,29.934,28.8
SF10617,Gujarat,Raichur,Rice,Rabi,11.93,516.5,22.7,48.6,6.6,7.22,25.0,121.3,52.3,128.7,Flood,167.6,0.5,0.72,2.59,30.9,23668,721164,731341,10177,21580,1.432,49.7
SF10618,Tamil Nadu,Erode,Chilli,Kharif,7.55,995.5,31.0,66.0,6.4,6.54,32.3,123.2,75.9,134.7,Flood,172.6,3.92,0.93,2.7,20.39,100474,487157,2048665,1561508,6668,3.058,41.7
SF10619,Gujarat,Krishna,Wheat,Kharif,7.85,750.1,29.0,68.5,5.9,6.3,29.5,94.8,26.3,102.1,Flood,293.4,1.14,0.76,2.59,20.33,22475,580022,456917,-123105,4602,4.418,60.8
SF10620,Andhra Pradesh,Rajkot,Groundnut,Kharif,0.95,979.1,34.6,66.0,5.8,6.56,39.9,133.6,88.9,81.9,Flood,111.7,3.63,0.83,1.74,1.65,58167,62174,95976,33802,641,2.574,70.8
SF10621,Gujarat,Raichur,Pulses,Kharif,9.63,1126.2,29.5,73.6,8.0,6.34,25.2,134.3,89.5,155.8,Flood,135.0,6.73,0.85,1.18,11.36,78337,578209,889908,311699,4218,2.693,60.3
SF10622,Maharashtra,Nashik,Chilli,Kharif,14.66,764.2,26.4,66.8,8.3,6.26,31.0,122.9,77.2,129.8,Rainfed,140.0,6.9,0.86,2.07,30.35,101694,745081,3086413,2341332,5170,5.87,43.9
SF10623,Andhra Pradesh,Rajkot,Maize,Rabi,9.48,649.7,26.7,69.3,6.7,6.33,19.0,110.4,78.6,122.6,Drip,234.7,2.87,0.9,4.88,46.26,22658,754440,1048159,293719,4843,9.552,68.1
SF10624,Telangana,Erode,Maize,Kharif,9.64,962.7,28.6,78.8,5.8,6.24,22.9,152.7,77.0,107.6,Flood,173.5,4.68,0.96,3.75,36.15,21010,675279,759512,84233,6443,5.611,55.2
SF10625,Madhya Pradesh,Erode,Groundnut,Rabi,1.41,300.4,23.0,58.5,7.2,7.99,33.4,123.8,40.3,130.1,Rainfed,205.8,5.85,0.95,0.3,0.42,54393,95089,22845,-72244,385,1.091,34.4
SF10626,Karnataka,Nalgonda,Cotton,Kharif,8.88,694.2,28.9,74.3,5.4,7.02,24.1,126.7,61.8,88.1,Rainfed,202.9,1.87,0.96,1.82,16.16,67652,663853,1093256,429403,3382,4.778,53.7
SF10627,Maharashtra,Warangal,Chilli,Kharif,14.45,806.5,28.9,68.9,8.6,6.48,27.1,131.6,75.4,120.6,Flood,182.9,2.52,0.94,2.92,42.19,120429,1059050,5080900,4021850,10980,3.842,58.0
SF10628,Tamil Nadu,Warangal,Pulses,Kharif,3.0,1249.9,26.6,69.1,5.9,6.92,35.0,87.5,57.5,87.4,Rainfed,141.3,5.49,0.67,0.87,2.61,66367,184763,173218,-11545,531,4.915,60.2
SF10629,Gujarat,Warangal,Cotton,Kharif,10.23,1063.7,26.8,84.7,7.7,7.14,23.6,126.6,31.8,67.1,Drip,201.9,2.41,0.8,1.5,15.34,87937,613499,1348954,735455,7314,2.097,69.1
SF10630,Maharashtra,Warangal,Chilli,Zaid,10.17,410.6,36.1,64.0,9.4,6.49,22.1,171.8,72.9,134.4,Flood,217.5,7.9,0.98,1.41,14.34,116102,804964,1664903,859939,8999,1.594,39.3
SF10631,Karnataka,Guntur,Rice,Kharif,11.36,648.2,30.6,69.2,7.2,6.12,28.5,139.0,46.0,94.4,Flood,288.0,4.67,0.83,2.65,30.1,19924,907442,599712,-307730,21037,1.431,47.7
SF10632,Madhya Pradesh,Warangal,Rice,Rabi,7.46,248.6,23.1,45.4,8.8,6.46,27.7,85.3,30.6,71.9,Drip,177.1,5.07,0.85,2.95,22.01,21841,415287,480720,65433,7754,2.839,30.3
SF10633,Maharashtra,Ludhiana,Rice,Rabi,5.65,250.7,23.7,62.0,5.4,6.0,25.2,156.1,73.0,140.5,Rainfed,85.4,6.66,0.71,1.54,8.7,20779,339325,180777,-158548,5448,1.597,36.5
SF10634,Madhya Pradesh,Erode,Maize,Rabi,11.49,224.0,23.3,50.1,7.6,6.65,19.3,87.3,29.1,88.0,Rainfed,83.1,5.26,0.88,2.38,27.35,20817,711919,569345,-142574,3719,7.354,21.2
SF10635,Telangana,Erode,Maize,Zaid,11.58,351.1,34.4,57.8,8.2,6.92,21.8,93.6,50.4,95.3,Drip,248.1,4.42,0.81,2.64,30.57,21051,964707,643529,-321178,5806,5.265,53.2
SF10636,Maharashtra,Raichur,Cotton,Kharif,0.86,908.7,27.0,81.5,7.0,6.8,39.2,89.0,72.9,77.3,Flood,206.5,6.24,0.85,1.52,1.31,59613,57096,78093,20997,705,1.858,48.2
SF10637,Maharashtra,Indore,Maize,Zaid,11.82,239.5,29.6,59.9,7.9,5.85,8.0,148.3,69.0,69.9,Rainfed,281.2,6.53,0.65,1.03,12.17,24456,848156,297630,-550526,3919,3.105,38.2
SF10638,Tamil Nadu,Indore,Chilli,Rabi,12.79,560.5,17.7,51.8,6.2,5.2,19.5,130.5,66.5,89.1,Sprinkler,191.0,5.59,0.68,0.3,3.84,92541,979377,355357,-624020,7081,0.542,35.9
SF10639,Telangana,Guntur,Rice,Zaid,7.62,80.0,32.8,53.4,7.3,6.55,20.6,124.4,60.0,114.3,Drip,120.4,5.68,0.69,2.07,15.77,21530,447383,339528,-107855,9681,1.629,36.1
SF10640,Telangana,Warangal,Pulses,Kharif,5.15,839.5,25.5,62.3,6.8,6.47,33.8,85.3,56.0,100.2,Rainfed,191.3,2.12,0.93,1.24,6.39,79091,329504,505391,175887,924,6.916,59.5
SF10641,Karnataka,Ludhiana,Maize,Kharif,2.93,531.3,30.0,74.1,5.5,6.48,24.2,87.1,33.8,96.2,Flood,301.1,5.45,0.93,3.5,10.26,25433,216010,260943,44933,2562,4.005,55.7
SF10642,Tamil Nadu,Rajkot,Wheat,Kharif,8.17,649.5,27.1,67.2,7.1,6.36,32.8,114.9,20.9,106.4,Rainfed,168.2,8.42,0.92,2.31,18.87,24142,544659,455560,-89099,2543,7.42,35.0
SF10643,Madhya Pradesh,Nalgonda,Chilli,Zaid,14.54,370.9,31.8,31.9,8.2,6.94,15.8,161.1,88.0,96.8,Sprinkler,193.4,3.0,0.78,2.06,29.95,87386,974850,2617211,1642361,8298,3.609,46.6
SF10644,Gujarat,Krishna,Maize,Kharif,1.26,674.0,29.9,55.4,6.8,7.73,29.3,172.8,61.7,58.2,Drip,260.6,5.05,0.88,1.37,1.73,19763,114212,34190,-80022,663,2.609,50.9
SF10645,Andhra Pradesh,Ludhiana,Sugarcane,Kharif,7.48,797.2,27.7,73.4,6.9,6.84,33.1,170.2,47.0,78.4,Drip,157.7,5.95,0.98,89.34,668.26,3705,491085,2475903,1984818,11547,57.873,36.9
SF10646,Andhra Pradesh,Raichur,Maize,Kharif,12.9,647.1,28.4,82.6,7.9,6.57,31.4,106.4,79.8,103.7,Rainfed,139.1,7.5,0.82,4.6,59.34,20987,730026,1245369,515343,4435,13.38,52.4
SF10647,Punjab,Guntur,Sugarcane,Zaid,12.54,324.3,26.5,44.7,9.0,6.76,11.9,159.1,64.8,119.1,Sprinkler,114.9,4.4,0.92,64.76,812.09,3057,634204,2482559,1848355,18635,43.579,37.9
SF10648,Maharashtra,Krishna,Maize,Kharif,1.5,473.7,30.3,57.8,5.4,5.99,30.3,127.9,79.3,87.6,Rainfed,79.2,3.77,0.68,1.68,2.52,25188,68638,63474,-5164,320,7.875,52.8
SF10649,Andhra Pradesh,Krishna,Groundnut,Rabi,6.14,423.1,22.2,53.4,7.0,7.1,25.0,217.0,59.3,85.3,Flood,160.9,6.54,0.86,,8.66,61086,386561,529005,142444,3692,2.346,31.2
SF10650,Andhra Pradesh,Raichur,Cotton,Zaid,4.56,216.3,31.7,43.6,9.0,7.16,11.9,124.2,67.2,146.7,Flood,275.7,6.71,0.89,0.93,4.24,63658,370527,269910,-100617,4055,1.046,32.0
SF10651,Gujarat,Raichur,Maize,Rabi,13.23,587.6,24.7,59.3,8.4,5.53,30.4,131.5,42.2,142.9,Flood,284.9,5.46,0.76,,11.77,21564,1065547,253808,-811739,9310,1.264,52.4
SF10652,Tamil Nadu,Indore,Pulses,Rabi,8.41,466.9,24.7,59.7,6.4,7.47,26.2,116.3,89.6,83.2,Sprinkler,192.7,3.28,0.69,0.61,5.13,67365,507332,345582,-161750,3131,1.638,37.6
SF10653,Tamil Nadu,Raichur,Pulses,Kharif,10.85,750.9,35.2,64.8,6.4,5.87,25.7,81.3,55.3,148.0,Sprinkler,145.8,6.57,0.98,0.58,6.29,56395,773521,354725,-418796,3878,1.622,48.1
SF10654,Madhya Pradesh,Guntur,Pulses,Kharif,6.32,699.8,28.2,77.4,7.1,6.42,27.6,66.0,72.6,90.9,Rainfed,300.5,6.27,0.66,1.07,6.76,63652,463575,430288,-33287,1236,5.469,54.0
SF10655,Maharashtra,Erode,Cotton,Kharif,5.3,692.3,30.3,70.9,6.6,6.62,17.1,130.1,49.7,91.9,Rainfed,145.7,2.76,0.94,1.96,10.39,78371,328252,814275,486023,2059,5.046,38.5
SF10656,Punjab,Indore,Sugarcane,Rabi,5.46,274.1,17.6,41.2,7.5,7.68,25.7,142.8,44.2,36.1,Rainfed,114.7,6.28,0.92,12.45,67.98,3823,409151,259888,-149263,5980,11.368,24.2
SF10657,Andhra Pradesh,Nalgonda,Maize,Kharif,8.8,1213.2,30.2,59.5,6.5,7.38,25.9,86.2,73.3,85.2,Drip,357.0,5.22,0.68,1.93,16.98,17824,686532,302652,-383880,4320,3.931,55.9
SF10658,Madhya Pradesh,Ludhiana,Rice,Rabi,12.52,424.4,26.7,49.9,9.1,5.77,18.4,110.7,56.3,127.8,Flood,130.0,4.86,0.8,1.16,14.52,23782,762424,345315,-417109,24908,0.583,31.4
SF10659,Telangana,Erode,Maize,Rabi,13.06,188.5,22.2,54.9,5.8,6.52,26.9,88.6,32.5,81.8,Sprinkler,299.9,5.42,0.97,3.12,40.75,21258,1092961,866264,-226697,8768,4.648,37.9
SF10660,Karnataka,Nalgonda,Maize,Rabi,12.22,572.5,20.4,50.2,7.4,7.09,20.8,156.6,44.2,111.8,Flood,207.6,5.94,0.71,3.01,36.78,22159,850067,815008,-35059,9259,3.972,29.2
SF10661,Tamil Nadu,Indore,Groundnut,Rabi,9.71,406.1,28.8,69.5,8.0,6.58,21.5,106.3,38.1,63.5,Sprinkler,290.6,5.43,0.76,1.73,16.8,58056,750551,975341,224790,4099,4.099,42.5
SF10662,Telangana,Ludhiana,Chilli,Kharif,7.19,767.2,26.9,68.1,8.5,6.87,29.7,69.9,68.7,61.7,Flood,78.2,6.15,0.93,2.54,18.26,102055,407256,1863524,1456268,5207,3.507,52.1
SF10663,Telangana,Krishna,Pulses,Rabi,10.82,419.3,20.6,60.4,6.2,7.14,19.3,136.6,79.7,116.7,Rainfed,259.0,4.54,0.77,0.75,8.12,72369,638427,587636,-50791,1801,4.509,49.8
SF10664,Andhra Pradesh,Warangal,Wheat,Rabi,4.16,841.5,20.7,55.9,6.1,6.94,18.0,131.3,58.3,84.2,Rainfed,250.8,8.87,0.81,2.53,10.52,29848,305401,314001,8600,1158,9.085,22.2
SF10665,Maharashtra,Rajkot,Sugarcane,Zaid,1.34,510.5,31.6,50.2,7.8,6.02,22.5,110.6,73.6,71.8,Drip,95.2,5.51,0.68,29.61,39.68,4001,85078,158760,73682,2164,18.336,41.7
SF10666,Madhya Pradesh,Ludhiana,Rice,Kharif,4.08,819.1,27.9,65.9,5.6,6.85,36.2,40.0,37.1,148.6,Sprinkler,137.0,5.75,0.93,3.82,15.59,21324,229295,332441,103146,6746,2.311,60.2
SF10667,Telangana,Indore,Wheat,Kharif,4.07,735.6,27.8,95.0,4.9,6.63,35.4,63.3,45.8,172.2,Rainfed,243.5,5.2,0.69,3.27,13.31,20518,328184,273095,-55089,1226,10.856,58.7
SF10668,Madhya Pradesh,Nashik,Pulses,Rabi,3.2,580.6,24.4,60.3,9.0,5.94,24.2,188.1,67.2,69.7,Flood,264.2,6.32,0.68,0.65,2.08,60200,233461,125216,-108245,1612,1.29,36.9
SF10669,Punjab,Ludhiana,Rice,Rabi,5.7,477.4,22.6,51.4,7.1,6.51,26.2,153.5,54.6,162.1,Drip,171.8,0.5,0.89,3.98,22.69,20223,430554,458860,28306,6863,3.306,54.7
SF10670,Madhya Pradesh,Indore,Rice,Kharif,12.93,1167.4,29.8,80.9,6.9,6.09,34.0,190.2,74.5,136.3,Flood,139.4,5.72,0.78,2.4,31.03,22794,755399,707298,-48101,26695,1.162,63.9
SF10671,Gujarat,Erode,Groundnut,Rabi,13.38,447.0,21.5,67.0,8.2,6.13,32.1,94.5,64.2,55.9,Rainfed,40.9,6.52,0.96,0.95,12.71,53713,657347,682692,25345,3103,4.096,38.8
SF10672,Karnataka,Erode,Rice,Rabi,2.25,508.8,26.4,75.0,7.1,7.4,25.3,163.9,42.6,81.3,Flood,196.9,4.43,0.77,2.04,4.59,22014,169350,101044,-68306,3517,1.305,45.6
SF10673,Telangana,Indore,Chilli,Kharif,1.42,1261.2,25.5,59.7,5.5,5.89,27.4,94.6,58.3,134.8,Flood,239.7,8.24,0.69,0.86,1.22,103879,110695,126732,16037,1305,0.935,47.5
SF10674,Telangana,Ludhiana,Groundnut,Kharif,8.32,1034.4,27.8,76.5,7.4,7.32,32.2,101.3,15.0,96.8,Sprinkler,273.8,2.72,0.95,1.21,10.07,60815,576777,612407,35630,4024,2.502,70.4
SF10675,Telangana,Warangal,Cotton,Rabi,8.13,686.8,25.0,51.8,6.2,6.91,25.9,132.0,33.0,116.9,Sprinkler,175.2,6.65,0.84,1.96,15.93,70118,564687,1116980,552293,5769,2.761,19.1
SF10676,Karnataka,Rajkot,Maize,Rabi,14.63,519.1,19.6,62.9,6.7,6.38,21.6,147.5,57.7,47.5,Drip,146.8,9.51,0.69,2.81,41.11,20572,805717,845715,39998,8283,4.963,42.2
SF10677,Gujarat,Warangal,Groundnut,Rabi,11.47,80.0,24.7,59.2,8.1,6.2,27.0,138.2,45.3,117.2,Flood,165.0,4.41,0.92,1.18,13.53,56652,771088,766502,-4586,7933,1.706,50.0
SF10678,Madhya Pradesh,Erode,Groundnut,Kharif,6.52,961.3,29.9,77.3,6.9,5.89,29.2,106.6,71.3,130.1,Sprinkler,170.3,2.64,0.81,0.9,5.87,58986,469983,346248,-123735,2859,2.053,66.6
SF10679,Madhya Pradesh,Nashik,Cotton,Kharif,10.66,943.7,29.2,69.4,5.3,6.69,25.6,93.1,39.4,142.2,Drip,250.1,7.32,0.85,2.08,22.17,67191,776817,1489624,712807,6214,3.568,56.8
SF10680,Telangana,Nashik,Pulses,Rabi,14.89,603.6,22.0,50.3,5.9,6.99,21.5,109.2,56.3,123.2,Flood,195.3,4.19,0.8,1.33,19.8,82172,1173927,1627006,453079,7588,2.609,42.1
SF10681,Punjab,Raichur,Wheat,Rabi,12.81,504.3,23.2,60.6,8.1,7.54,33.8,125.3,47.2,98.0,Sprinkler,147.6,8.13,0.85,1.47,18.83,23137,1062510,435670,-626840,5979,3.149,39.3
SF10682,Gujarat,Warangal,Cotton,Kharif,5.02,1038.7,28.2,77.9,6.8,7.21,25.6,110.3,64.5,85.6,Flood,156.5,8.09,0.66,1.38,6.93,57446,324287,398101,73814,4667,1.485,45.9
SF10683,Maharashtra,Guntur,Wheat,Rabi,11.35,331.5,21.3,63.0,8.8,6.53,22.4,106.3,85.2,131.5,Flood,77.2,3.15,0.86,2.77,31.44,25603,572180,804958,232778,7552,4.163,54.5
SF10684,Maharashtra,Krishna,Rice,Rabi,1.86,183.9,23.2,58.8,7.4,6.27,13.1,114.2,56.8,75.9,Sprinkler,97.9,5.56,0.83,2.31,4.3,19961,115260,85832,-29428,3363,1.279,43.5
SF10685,Madhya Pradesh,Nashik,Maize,Rabi,0.98,275.5,19.0,47.4,6.4,5.91,12.1,109.8,57.7,54.5,Flood,126.9,5.61,0.8,1.25,1.23,24942,56499,30679,-25820,640,1.922,28.6
SF10686,Punjab,Warangal,Maize,Kharif,13.8,806.9,24.1,72.4,6.3,6.53,30.6,103.4,86.0,45.6,Drip,156.4,6.62,0.72,4.33,59.75,19128,835672,1142898,307226,6390,9.351,49.7
SF10687,Telangana,Guntur,Wheat,Zaid,13.63,375.3,32.8,39.1,7.5,7.85,23.2,78.9,57.3,143.9,Flood,40.0,4.58,0.71,0.45,6.13,23867,733065,146305,-586760,8688,0.706,36.4
SF10688,Telangana,Erode,Maize,Rabi,3.39,631.0,23.1,45.2,7.2,5.74,31.2,168.3,67.4,140.6,Rainfed,200.7,3.3,0.99,1.46,4.95,23568,190389,116662,-73727,1068,4.635,44.0
SF10689,Punjab,Nalgonda,Wheat,Rabi,12.78,760.0,20.3,59.6,7.4,7.25,28.3,109.5,88.5,131.2,Rainfed,145.9,6.7,0.86,1.84,23.52,23110,786938,543547,-243391,3430,6.857,50.6
SF10690,Punjab,Nalgonda,Maize,Kharif,1.16,751.3,28.8,75.4,5.5,6.83,28.4,81.2,63.1,134.8,Flood,116.4,6.46,0.8,4.56,5.29,23824,80511,126029,45518,954,5.545,53.4
SF10691,Madhya Pradesh,Warangal,Rice,Rabi,1.53,414.8,29.5,51.9,7.8,5.68,15.1,118.4,18.2,123.1,Rainfed,40.0,2.87,0.74,0.77,1.18,27240,85022,32143,-52879,808,1.46,43.6
SF10692,Tamil Nadu,Guntur,Groundnut,Kharif,9.34,1123.6,28.4,71.7,5.1,6.32,33.2,104.7,39.4,114.9,Flood,224.3,2.26,0.73,1.42,13.26,48813,625353,647260,21907,4862,2.727,56.4
SF10693,Gujarat,Raichur,Maize,Kharif,1.81,858.1,26.0,51.4,7.7,7.37,29.8,84.6,59.2,129.6,Rainfed,253.1,4.85,0.74,2.38,4.31,16939,119377,73007,-46370,472,9.131,56.6
